"GEO_ID","NAME","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C02_001M","S1901_C02_001E","S1901_C01_001M","S1901_C01_001E","S1901_C02_002E","S1901_C02_002M","S1901_C01_002M","S1901_C01_002E","S1901_C04_002M","S1901_C04_002E","S1901_C03_002M","S1901_C03_002E","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C04_003E","S1901_C04_003M","S1901_C03_003M","S1901_C03_003E","S1901_C04_004E","S1901_C04_004M","S1901_C03_004M","S1901_C03_004E","S1901_C02_004M","S1901_C02_004E","S1901_C01_004M","S1901_C01_004E","S1901_C04_005E","S1901_C04_005M","S1901_C03_005M","S1901_C03_005E","S1901_C02_005M","S1901_C02_005E","S1901_C01_005M","S1901_C01_005E","S1901_C04_006E","S1901_C04_006M","S1901_C03_006M","S1901_C03_006E","S1901_C02_006M","S1901_C02_006E","S1901_C01_006M","S1901_C01_006E","S1901_C01_007E","S1901_C01_007M","S1901_C04_007M","S1901_C04_007E","S1901_C03_007M","S1901_C03_007E","S1901_C02_007M","S1901_C02_007E","S1901_C01_008E","S1901_C01_008M","S1901_C04_008E","S1901_C04_008M","S1901_C03_008M","S1901_C03_008E","S1901_C02_008M","S1901_C02_008E","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C01_010E","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C02_011E","S1901_C02_011M","S1901_C01_011M","S1901_C01_011E","S1901_C04_011M","S1901_C04_011E","S1901_C03_011M","S1901_C03_011E","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C04_012E","S1901_C04_012M","S1901_C03_012M","S1901_C03_012E","S1901_C02_013M","S1901_C02_013E","S1901_C01_013M","S1901_C01_013E","S1901_C03_013E","S1901_C03_013M","S1901_C04_013M","S1901_C04_013E","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C04_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C02_015E","S1901_C02_015M","S1901_C01_015M","S1901_C01_015E","S1901_C04_015M","S1901_C04_015E","S1901_C03_015M","S1901_C03_015E","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M",
"0500000US01081","Lee County, Alabama","25726","1735","21938","1825","1759","33135","1489","55073","4.8","1.7","2.1","12.7","4.9","25.0","1.1","2.0","10.0","2.2","3.5","1.4","20.3","4.7","0.3","0.4","17.5","4.5","1.9","4.7","2.5","9.3","2.4","12.3","15.0","3.5","2.7","8.0","2.9","8.9","2.4","11.3","10.4","3.1","4.1","15.2","3.4","15.5","2.2","13.7","15.4","2.4","2.6","7.5","4.2","23.8","3.5","20.6","10.6","2.0","2.3","1.2","3.9","18.5","3.2","15.6","9.9","1.6","15.7","2.7","19.6","3.3","1.1","0.6","0.8","3.5","1.3","2.5","4.5","1.7","0.9","0.9","2.6","1.1","0.7","1.6","0.8","0.0","1.4","3.3","39381","3294","59239","7438","18892","2854","3555","71564","4825","71832","3045","53613","N","N","2465","25249","23.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.3","(X)",
"0500000US01083","Limestone County, Alabama","N","N","8604","1342","1472","22791","1157","31395","2.0","1.5","2.4","5.8","7.1","16.1","N","N","4.8","1.8","3.2","1.6","10.7","5.0","N","N","12.2","4.3","N","N","3.5","11.0","2.8","11.4","12.7","5.3","N","N","3.0","10.1","2.6","10.7","19.8","8.6","N","N","3.5","15.8","3.3","16.9","18.8","3.0","7.3","16.7","N","N","3.8","19.6","13.8","3.0","8.1","4.3","N","N","4.0","15.1","12.9","3.0","16.9","3.8","N","N","2.1","2.2","1.2","3.8","1.7","2.8","N","N","0.0","2.0","2.5","1.3","1.0","2.3","1.5","1.6","N","N","50325","4676","57269","6142","33356","6769","7990","67142","4709","71611","4596","65213","N","N","12748","46785","38.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.9","(X)",
"0500000US01089","Madison County, Alabama","63853","2871","45897","2691","2547","83470","2654","129367","6.1","1.4","1.2","8.8","2.9","15.2","0.7","1.6","4.7","1.1","2.3","0.8","9.8","2.5","0.7","1.3","16.0","2.8","1.6","4.7","1.7","7.1","1.3","10.2","13.8","2.4","1.5","6.5","1.6","8.6","1.4","10.4","15.4","2.7","1.7","9.7","1.6","10.9","1.4","12.7","16.8","1.4","2.5","14.6","2.2","17.8","2.0","17.3","11.1","1.5","7.5","1.9","2.2","15.1","1.9","13.3","14.4","1.4","18.9","1.9","23.4","2.4","5.6","1.6","1.0","8.3","1.5","5.7","10.6","1.8","0.9","0.6","7.3","1.3","0.9","5.2","1.0","1.2","1.7","9.4","53539","3452","70806","5107","31589","2725","5903","87211","4067","90245","3046","74581","105383","4960","4015","44365","30.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.6","(X)",
"0500000US01095","Marshall County, Alabama","N","N","10860","1538","1612","24164","1547","35024","8.1","2.4","2.1","9.7","5.7","16.1","N","N","7.3","2.4","2.7","1.7","17.5","6.5","N","N","30.6","9.0","N","N","3.1","10.0","3.5","16.2","11.8","6.2","N","N","3.6","11.7","3.1","11.5","12.9","6.0","N","N","3.8","18.8","3.3","18.2","14.4","2.6","3.6","7.4","N","N","3.8","18.4","11.7","3.2","1.1","1.3","N","N","4.3","15.4","8.1","2.8","10.9","3.8","N","N","2.0","1.9","1.0","2.4","1.5","1.6","N","N","0.0","1.6","1.5","1.0","0.8","1.2","1.1","0.7","N","N","39343","2920","47756","5938","19066","3680","5738","57438","4305","59784","3468","50034","N","N","3777","26806","30.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)",
"0500000US01097","Mobile County, Alabama","66665","3140","54317","3302","3333","99359","3013","153676","9.4","1.6","1.6","12.8","3.4","20.4","1.1","4.1","6.6","0.8","4.3","1.0","10.9","1.9","0.7","2.2","18.5","3.0","1.9","7.0","1.7","10.2","1.6","13.0","13.3","2.2","1.7","10.2","1.6","12.5","1.2","12.3","13.3","2.3","2.1","14.3","1.7","14.5","1.5","14.4","19.1","1.7","2.4","15.2","2.6","23.2","2.1","20.5","8.1","1.1","2.5","1.2","2.0","14.5","1.3","10.8","8.3","0.9","10.9","1.4","15.2","2.0","3.9","1.4","0.6","3.9","0.9","3.0","5.0","1.1","1.2","0.8","3.0","0.9","0.6","2.3","0.7","0.9","1.3","4.2","39998","1971","49332","1770","25163","2130","3060","62232","2833","63850","2147","54604","N","N","3036","35980","24.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.5","(X)",
"0500000US01101","Montgomery County, Alabama","34122","2399","30911","2539","2888","57265","2327","88176","7.2","1.9","1.8","9.7","3.4","15.5","1.3","1.8","8.5","1.7","5.5","1.8","14.1","3.4","1.1","1.1","18.9","4.2","1.4","2.7","2.4","10.1","1.9","12.1","15.0","3.5","1.7","4.6","1.4","7.2","1.8","10.6","18.6","4.3","3.5","14.5","2.6","15.4","2.3","16.5","15.1","2.0","3.0","9.9","3.3","20.0","2.5","17.4","10.4","1.4","4.4","1.9","3.0","18.8","2.1","13.6","10.9","1.4","14.6","2.4","21.7","3.6","3.2","1.4","1.0","5.7","1.6","3.8","9.2","2.6","0.2","0.3","3.4","1.1","0.7","2.3","0.5","0.3","1.8","5.5","41946","1858","54582","4433","25862","3766","4884","80106","4633","72030","3193","59019","N","N","2735","32896","27.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.8","(X)",
"0500000US01103","Morgan County, Alabama","N","N","13352","1689","2257","32254","1656","45606","4.5","1.9","2.3","8.1","6.8","18.7","N","N","4.7","1.5","1.4","0.8","12.9","4.5","N","N","19.9","5.6","N","N","3.0","12.1","2.8","14.1","15.2","4.6","N","N","3.3","12.0","2.4","13.0","14.2","5.1","N","N","4.5","15.6","3.5","15.3","20.1","2.9","4.1","10.5","N","N","3.8","23.4","11.1","2.3","5.5","3.3","N","N","3.0","13.3","9.1","1.9","11.7","2.7","N","N","2.5","2.2","1.2","4.1","1.7","3.1","N","N","0.6","0.9","1.8","1.0","0.7","1.3","1.3","0.0","N","N","45513","3707","53152","3704","23221","5919","4096","66286","6535","67336","4670","57680","N","N","4068","32321","26.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.7","(X)",
"0500000US01115","St. Clair County, Alabama","N","N","8718","1443","1971","23865","1552","32583","4.0","2.0","2.0","5.5","5.9","11.7","N","N","5.9","2.1","2.9","2.1","13.5","5.4","N","N","17.5","5.8","N","N","3.7","8.9","2.7","10.8","9.8","4.2","N","N","3.3","11.6","2.7","11.7","17.9","6.8","N","N","3.7","17.0","3.4","17.3","21.6","4.0","7.5","18.2","N","N","4.4","22.8","14.2","3.9","7.4","5.0","N","N","4.8","16.8","9.4","2.6","11.1","3.2","N","N","3.8","2.8","1.8","3.8","2.4","2.8","N","N","0.0","2.0","1.0","1.0","0.7","0.7","0.3","0.2","N","N","48316","5187","55497","4874","31466","8799","7471","65041","6640","66336","5385","59271","N","N","5018","38351","31.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.5","(X)",
"0500000US01117","Shelby County, Alabama","41448","2275","21204","1703","1937","51384","1866","72588","5.2","1.8","1.3","5.2","2.9","6.9","1.0","1.8","4.3","1.3","2.1","0.9","8.7","3.4","0.5","0.5","16.9","4.9","1.7","4.7","1.6","6.3","1.8","9.2","10.3","3.7","1.5","5.7","1.6","8.1","1.5","8.7","16.4","4.7","1.7","8.5","1.6","8.9","2.0","11.4","16.6","1.6","3.5","17.3","2.3","17.7","2.1","16.7","17.7","2.1","15.1","4.7","3.0","20.9","2.6","18.4","14.8","1.9","19.0","2.5","22.2","2.9","4.7","2.2","1.2","8.9","1.5","7.5","10.3","1.8","3.4","2.1","6.3","1.4","1.0","4.6","0.7","0.4","1.7","7.6","65673","4623","78166","5950","40822","3493","3275","88689","4738","91673","3798","80078","N","N","4331","50070","20.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.9","(X)",
"0500000US01121","Talladega County, Alabama","N","N","8188","1493","1529","21931","1488","30119","6.7","2.8","3.2","11.1","8.3","28.0","N","N","7.7","2.7","6.8","3.2","9.5","4.6","N","N","22.7","8.3","N","N","4.2","14.4","3.8","16.2","15.9","6.6","N","N","3.9","15.2","3.1","16.0","9.5","5.0","N","N","4.6","21.8","3.9","19.1","16.1","3.3","5.8","10.7","N","N","4.1","17.5","6.9","2.2","1.2","2.1","N","N","2.9","9.1","4.8","1.5","6.4","2.1","N","N","0.5","1.0","1.1","1.7","1.3","1.7","N","N","1.9","2.4","0.6","0.9","0.6","0.5","2.1","0.0","N","N","34488","2746","39253","3113","21217","3788","4565","47721","3258","48107","2962","43163","N","N","5992","27603","32.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.1","(X)",
"0500000US01125","Tuscaloosa County, Alabama","32643","2096","23058","2277","2336","43525","2168","66583","3.6","1.4","1.5","8.4","3.6","18.6","0.7","1.0","7.8","1.5","6.0","2.2","12.8","3.3","1.0","1.8","18.4","4.4","1.8","4.3","2.1","7.6","1.9","12.1","17.7","3.3","2.1","7.4","1.8","8.5","1.8","11.4","15.1","3.5","3.5","17.2","3.1","17.1","2.4","16.6","17.5","2.2","2.7","10.0","3.3","22.4","2.8","21.0","11.0","1.9","3.5","1.7","3.2","18.2","2.7","14.9","9.6","1.7","13.1","2.2","17.0","2.8","2.9","1.9","1.0","5.0","1.5","3.4","6.4","1.9","0.3","0.5","3.2","1.1","0.8","2.3","0.7","0.6","1.5","4.2","43450","3018","58243","4931","25091","3615","4764","69255","5443","73434","3482","59593","N","N","3579","32592","29.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.1","(X)",
"0500000US01127","Walker County, Alabama","N","N","6411","1196","1314","17419","1333","23830","8.2","3.1","2.6","9.1","5.8","14.2","N","N","8.7","2.7","9.3","3.6","10.0","5.4","N","N","27.0","8.7","N","N","4.1","14.4","3.9","18.4","12.9","5.2","N","N","3.6","12.6","3.0","13.6","18.1","8.9","N","N","4.6","16.3","4.3","16.6","18.8","3.4","7.2","13.3","N","N","4.4","20.6","6.6","2.0","2.7","2.1","N","N","2.6","8.1","5.7","2.0","7.3","2.6","N","N","1.8","2.1","0.9","1.3","1.2","1.1","N","N","0.0","2.7","1.8","1.1","0.8","1.3","2.7","0.0","N","N","35150","3208","38912","4513","24274","6129","5639","49765","6568","55171","5131","48991","N","N","4250","30675","30.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.4","(X)",
"0500000US02020","Anchorage Municipality, Alaska","52204","2940","34906","2834","2693","70087","2002","104993","3.4","1.1","1.0","3.6","2.0","5.6","0.9","1.1","4.2","1.0","2.6","0.8","7.9","2.6","0.7","0.9","11.4","3.1","0.8","1.7","1.5","5.4","1.4","7.1","12.1","3.2","1.6","4.6","1.5","6.3","1.5","8.4","13.3","3.1","1.5","6.1","1.5","7.5","1.4","9.3","19.0","1.9","3.5","20.5","2.8","18.4","2.4","18.1","14.1","1.8","11.7","3.1","2.4","16.2","2.2","15.2","18.7","1.7","20.7","2.2","24.7","2.9","12.9","3.2","1.4","10.1","1.9","7.7","13.3","2.6","3.0","1.2","10.7","2.0","1.4","7.8","1.0","1.7","2.5","13.1","72128","3531","85829","6993","49671","4887","6328","101278","5734","105337","4360","91772","N","N","4106","60677","22.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.4","(X)",
"0500000US02090","Fairbanks North Star Borough, Alaska","N","N","12636","1664","1953","24777","1464","37413","2.7","2.1","2.1","4.8","4.7","8.9","N","N","4.2","1.9","1.7","1.3","9.9","5.2","N","N","8.6","4.8","N","N","2.2","4.5","2.1","5.6","14.2","5.0","N","N","3.1","12.7","2.4","13.0","19.4","6.0","N","N","3.0","11.0","3.0","14.3","19.4","3.1","5.9","23.2","N","N","4.2","17.7","14.4","3.2","7.4","3.7","N","N","4.1","18.5","17.4","3.3","22.5","4.3","N","N","4.6","3.0","2.1","5.7","2.8","4.7","N","N","2.9","2.4","2.9","1.8","1.2","2.2","0.9","0.8","N","N","60785","3557","73768","8336","39319","3599","7263","85906","5617","82221","4418","71667","N","N","5806","48480","15.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","15.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","13.3","(X)",
"0500000US02170","Matanuska-Susitna Borough, Alaska","N","N","8656","1021","1455","21671","1321","30327","3.4","2.4","1.7","4.6","5.0","11.1","N","N","5.7","1.8","1.7","1.2","14.1","4.6","N","N","17.4","5.2","N","N","2.3","6.9","1.9","8.4","9.9","4.5","N","N","2.1","6.2","2.1","7.2","13.6","4.1","N","N","2.8","10.2","2.1","12.4","17.7","3.0","5.0","13.8","N","N","3.6","19.4","12.5","3.0","8.2","4.6","N","N","3.6","14.0","21.3","3.3","25.9","4.5","N","N","7.2","3.6","2.2","7.8","2.9","6.1","N","N","1.6","2.2","4.7","1.7","1.4","4.2","2.9","3.2","N","N","68940","5038","77612","5788","31446","7172","11098","91731","6554","92236","4856","81248","N","N","7861","48709","22.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.4","(X)",
"0500000US04001","Apache County, Arizona","7101","825","6396","1067","1088","12273","974","18669","14.7","3.1","3.4","19.6","7.0","32.6","4.5","7.8","9.4","3.4","8.1","3.4","12.5","6.7","5.1","9.7","13.5","6.2","4.7","8.2","3.9","13.9","3.2","14.0","14.3","6.6","4.2","13.0","4.9","14.1","3.6","13.5","11.9","4.9","6.9","15.0","5.1","15.3","4.0","14.9","13.9","3.1","3.8","5.8","7.1","21.8","4.0","17.4","7.3","2.9","5.3","5.6","5.4","11.1","3.6","8.4","6.9","2.8","7.6","3.6","13.1","6.3","4.1","4.8","0.2","0.4","0.4","0.2","0.3","0.3","0.0","3.3","0.2","0.3","0.2","0.1","3.3","0.0","3.0","0.0","30744","4198","34499","5000","18361","5731","10804","43887","4013","43780","3632","39165","N","N","5778","27554","34.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.0","(X)",
"0500000US04003","Cochise County, Arizona","25572","1917","15276","1738","1958","34558","1947","49834","4.5","1.9","2.5","9.2","6.3","20.8","1.0","1.9","6.1","1.4","3.7","1.8","11.9","3.8","1.6","2.4","16.4","4.0","2.5","7.6","2.7","10.0","2.0","11.4","12.2","3.9","3.3","12.3","2.9","12.4","2.7","12.7","13.7","4.7","3.4","15.5","3.1","18.1","2.6","16.7","19.5","2.8","5.6","16.3","4.5","24.0","3.7","21.2","10.8","2.2","3.1","1.7","3.4","16.2","3.2","14.7","9.5","2.0","11.2","2.1","14.7","2.7","4.0","3.4","1.1","1.9","1.0","2.3","2.6","1.3","1.2","1.2","2.2","1.3","0.9","1.7","0.5","0.3","1.7","2.9","45213","4085","50873","3142","26221","7286","3263","58509","3415","61380","3135","55283","N","N","6616","36936","26.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.1","(X)",
"0500000US04005","Coconino County, Arizona","19597","2112","15848","1949","2694","28428","2895","44276","8.0","2.6","2.4","10.1","4.7","15.1","2.7","5.9","7.7","2.2","4.5","2.2","13.4","5.0","2.3","3.7","12.6","4.1","2.7","7.9","2.7","9.8","2.0","10.2","16.5","5.9","3.4","10.2","2.7","10.7","2.7","12.7","15.4","5.1","4.0","10.6","3.7","15.4","3.1","15.3","16.4","2.4","5.2","13.2","4.0","19.5","3.0","17.1","14.0","2.7","10.3","4.2","4.8","17.6","4.0","15.5","8.7","1.8","12.7","2.7","15.5","3.5","1.6","1.5","1.2","3.9","1.5","3.3","5.6","2.1","1.9","2.0","2.5","1.1","0.7","1.6","1.3","0.0","1.6","3.6","42130","2888","53187","7498","31141","3289","7539","65504","4282","65014","2734","55948","N","N","4735","37627","28.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.9","(X)",
"0500000US04013","Maricopa County, Arizona","670448","9000","465975","10140","9799","918383","10054","1384358","5.5","0.4","0.4","7.2","0.8","12.2","0.3","2.6","5.1","0.3","3.7","0.3","8.7","0.6","0.3","2.1","16.1","0.9","0.5","6.4","0.5","8.5","0.5","10.9","14.0","0.7","0.5","8.1","0.6","10.1","0.5","11.4","16.9","0.9","0.7","13.2","0.6","13.9","0.5","15.0","18.6","0.5","0.8","15.2","0.8","20.7","0.7","20.0","11.5","0.4","7.6","0.7","0.7","15.0","0.5","12.9","12.6","0.4","15.2","0.6","18.8","0.7","6.2","0.7","0.3","5.1","0.3","4.0","6.5","0.4","1.6","0.3","5.0","0.4","0.3","3.8","0.3","1.3","0.5","6.5","50410","472","59067","1114","33932","1111","925","70875","1216","77370","907","68074","89801","1533","1374","46627","32.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.8","(X)",
"0500000US04015","Mohave County, Arizona","40560","2959","28563","2196","3030","53603","2898","82166","5.3","1.9","1.7","8.3","3.6","15.2","1.3","2.6","7.8","1.7","4.3","1.7","15.9","3.9","1.4","2.7","20.7","4.3","2.1","7.9","2.5","10.4","1.9","13.0","18.8","4.1","2.6","15.2","2.7","17.0","2.1","18.1","13.8","4.0","2.6","22.4","2.4","22.0","2.1","19.6","18.4","2.0","3.4","10.6","3.5","25.2","2.8","21.5","7.2","1.4","2.1","1.3","2.5","11.8","1.9","9.8","4.9","1.3","6.1","1.6","7.6","1.9","2.0","1.5","0.5","1.4","0.7","1.0","1.9","0.9","0.1","0.2","2.1","1.0","0.8","1.7","1.1","0.8","1.3","2.8","36456","1583","42582","1994","23370","3927","2936","49359","3673","55737","3014","47646","N","N","2848","30215","27.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.0","(X)",
"0500000US04017","Navajo County, Arizona","17241","1622","9021","1347","2064","25870","1951","34891","10.6","3.1","3.1","16.4","7.6","33.1","1.0","1.4","7.4","2.0","7.0","2.0","9.2","5.2","1.9","3.4","11.9","5.2","2.9","9.3","2.6","10.5","2.1","10.9","8.8","4.6","3.7","10.4","3.4","12.0","2.8","11.2","11.7","5.0","4.2","13.7","3.2","11.9","2.6","11.7","20.4","3.3","7.1","16.4","5.3","25.5","4.2","21.5","11.0","3.5","3.1","3.6","6.4","19.3","4.5","14.4","7.2","2.7","8.5","3.3","11.7","5.0","1.7","2.1","1.2","2.1","1.5","2.0","3.1","2.3","2.0","3.2","1.5","1.3","1.2","1.8","2.0","2.0","2.0","2.2","40623","3872","46734","5924","19932","9295","6141","60190","4970","55756","4308","50931","N","N","7762","35171","37.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.5","(X)",
"0500000US04019","Pima County, Arizona","174283","4763","142077","4588","5497","240497","5257","382574","5.2","0.8","0.7","8.8","1.6","15.9","0.5","2.2","6.6","0.7","4.5","0.8","11.1","1.5","0.6","2.2","17.3","2.0","1.0","6.4","1.1","9.7","1.0","12.2","14.9","1.5","1.2","9.4","1.1","11.0","0.9","12.3","16.9","1.5","1.4","13.4","1.1","14.1","0.8","15.3","18.3","1.1","1.4","12.5","1.4","22.9","1.4","20.9","11.1","0.7","5.7","0.9","1.3","16.6","1.0","13.9","10.2","0.8","13.3","1.2","17.0","1.6","4.2","1.0","0.4","4.0","0.6","2.7","5.3","0.8","0.6","0.3","3.4","0.5","0.4","2.5","0.4","0.9","0.8","4.7","44274","1576","56317","1403","28410","2000","1579","66928","1975","70442","1349","59468","83054","2347","2029","38887","24.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.6","(X)",
"0500000US04021","Pinal County, Arizona","64584","3770","34602","2661","4138","84147","3687","118749","3.6","1.4","1.5","6.6","4.2","15.6","0.8","1.2","5.2","1.3","3.9","1.3","8.6","3.0","1.2","2.3","14.6","3.7","1.8","5.9","1.8","8.1","1.7","10.0","11.6","3.4","2.3","9.1","2.0","10.8","1.7","10.8","17.4","3.9","3.1","18.1","2.7","17.6","2.2","17.2","23.9","2.0","3.5","19.0","2.9","27.5","2.5","25.6","14.3","2.1","10.0","2.7","3.3","18.8","2.6","15.4","8.6","1.2","10.7","1.8","11.9","2.2","2.2","1.3","0.7","2.6","1.0","2.1","3.2","1.3","0.7","0.7","1.7","0.8","0.6","1.3","0.4","0.2","1.1","2.1","50110","2330","54896","2523","34368","5007","2291","61569","2829","63223","2216","57569","69959","3427","3079","40192","31.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.8","(X)",
"0500000US04025","Yavapai County, Arizona","46041","3108","33949","3031","3336","56658","4023","90607","7.1","2.2","2.0","9.3","3.8","15.4","1.7","3.1","8.0","1.8","4.8","1.6","12.7","3.2","1.3","2.8","17.4","3.2","1.9","6.8","2.1","8.8","1.9","12.3","13.7","3.6","2.8","13.4","2.4","13.2","1.9","13.2","20.6","4.0","3.3","20.6","2.8","19.4","2.6","19.8","17.0","2.2","3.1","11.3","2.9","21.2","2.8","20.0","9.1","1.6","5.8","2.3","2.3","12.9","2.0","10.9","7.8","1.5","10.7","2.3","12.9","2.8","2.5","1.2","0.7","2.8","1.2","1.8","3.5","1.5","0.0","0.6","2.3","0.9","0.6","1.7","0.6","0.6","1.1","2.8","40274","2060","47435","3897","27369","2583","5343","54039","3502","60871","2664","52112","N","N","3892","35941","26.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.1","(X)",
"0500000US04027","Yuma County, Arizona","37731","2381","15960","2035","2639","51790","2331","67750","6.3","2.1","1.8","8.4","4.8","15.7","1.9","3.7","5.4","1.2","3.7","1.3","11.0","3.7","1.2","2.4","13.6","3.8","3.4","13.4","3.3","15.7","2.6","14.2","20.1","5.1","2.3","11.6","2.3","12.4","2.1","13.7","12.9","4.6","2.8","14.6","2.5","15.4","2.1","14.5","20.9","2.6","5.6","15.6","3.7","24.3","3.1","21.0","11.8","2.2","6.8","4.0","2.9","15.0","2.3","12.6","7.9","1.8","9.0","2.3","10.5","2.9","3.1","2.0","0.9","2.8","1.2","2.4","3.3","1.6","0.8","1.1","1.0","0.7","0.6","0.8","0.7","0.4","1.0","1.3","42240","2726","44468","3760","28277","3081","3144","52374","3157","54615","2642","51511","N","N","3874","36937","25.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.9","(X)",
